,Avg sleep time,Avg study time,Avg video game time,BMI,In a relationship,Family financial status,GPA,Laptop brand,TOEIC grade,IQ,Grade
17287,8,8,3,28.0,Yes,low,3.3000000000000003,Leveno,310,110,60-
17288,7,6,0,34.0,Yes,high,1.9000000000000001,Leveno,680,116,60~80
17289,8,6,6,33.0,No,low,3.3000000000000003,Acer,990,142,60-
17290,5,7,0,25.0,Yes,average,2.3000000000000003,Asus,330,138,80+
17291,7,5,0,30.0,No,low,4.2,Leveno,655,138,80+
17292,8,5,1,26.0,No,average,3.1,HP,360,125,60-
17293,6,3,3,28.0,Yes,low,2.6,Leveno,550,138,60~80
17294,8,2,11,26.0,Yes,average,3.8000000000000003,Acer,815,136,80+
17295,8,3,0,23.0,No,low,3.8000000000000003,Leveno,420,110,80+
17296,4,7,2,32.0,Yes,low,3.1,Asus,715,117,60~80
17297,6,7,2,32.0,No,high,4.0,HP,430,129,80+
17298,8,2,3,29.0,No,high,3.8000000000000003,Dell,600,142,80+
17299,7,5,9,25.0,No,low,2.7,Dell,580,176,80+
17300,6,5,1,31.0,No,high,1.8,Leveno,275,137,60~80
17301,8,3,0,27.0,Yes,low,4.3,Leveno,225,120,80+
17302,9,4,1,31.0,No,low,3.9000000000000004,HP,320,102,80+
17303,7,3,10,33.0,Yes,average,1.8,HP,405,113,60-
17304,7,5,6,19.0,No,low,2.5,Apple,565,111,80+
17305,8,4,3,23.0,Yes,average,3.8000000000000003,Dell,425,104,80+
17306,8,8,7,24.0,No,low,4.1000000000000005,Acer,360,142,80+
17307,6,2,3,20.0,No,high,2.5,Dell,730,120,60~80
17308,8,3,10,32.0,Yes,high,2.7,Apple,0,115,80+
17309,9,3,7,22.0,No,average,2.3000000000000003,Leveno,365,111,60-
17310,6,2,8,32.0,No,high,3.3000000000000003,HP,270,124,60-
17311,11,14,1,30.0,No,average,1.9000000000000001,Leveno,180,139,60~80
17312,5,4,11,33.0,No,low,2.3000000000000003,HP,585,146,60-
17313,4,3,3,24.0,No,average,3.5,Leveno,990,106,60~80
17314,6,5,2,25.0,Yes,low,4.2,HP,330,121,80+
17315,5,6,6,20.0,No,high,4.2,HP,490,122,80+
17316,6,5,5,28.0,No,average,3.1,Dell,660,113,80+
17317,10,5,2,22.0,Yes,average,2.0,Apple,770,133,60-
17318,6,6,11,21.0,No,high,4.1000000000000005,Acer,910,110,80+
17319,7,7,0,21.0,Yes,average,3.5,Leveno,75,135,60~80
17320,9,2,1,35.0,Yes,low,2.3000000000000003,Leveno,415,104,60-
17321,6,4,8,21.0,No,low,2.3000000000000003,Acer,510,120,60-
17322,6,3,5,20.0,Yes,high,3.1,Acer,240,120,60-
17323,9,11,2,23.0,No,low,2.8000000000000003,Apple,675,117,60-
17324,6,3,3,26.0,Yes,low,2.5,Acer,125,149,60~80
17325,8,5,1,30.0,No,average,4.2,Asus,170,135,80+
17326,4,5,0,19.0,Yes,high,2.9000000000000004,Asus,465,108,60-
17327,7,4,8,27.0,No,average,4.0,Acer,155,141,80+
17328,5,3,10,33.0,No,high,3.4000000000000004,Dell,455,120,60-
17329,6,14,1,30.0,No,average,3.7,HP,595,132,80+
17330,8,3,8,21.0,Yes,average,2.9000000000000004,Asus,265,162,80+
17331,5,4,0,31.0,No,high,3.1,Dell,380,133,60-
17332,7,3,5,23.0,No,average,2.9000000000000004,Apple,610,116,60-
17333,9,4,7,27.0,No,low,2.3000000000000003,Asus,0,131,60-
17334,9,7,1,21.0,Yes,average,2.3000000000000003,Acer,505,126,60-
17335,4,5,4,32.0,No,average,2.2,Leveno,650,116,60~80
17336,5,6,2,20.0,Yes,high,3.4000000000000004,Dell,445,113,60~80
17337,8,7,3,34.0,Yes,low,3.2,Dell,760,177,80+
17338,6,5,4,26.0,Yes,high,3.4000000000000004,Asus,475,130,80+
17339,7,4,5,27.0,Yes,high,4.1000000000000005,Apple,385,110,80+
17340,4,6,0,35.0,Yes,low,4.2,Leveno,710,140,80+
17341,7,5,2,34.0,Yes,high,3.0,Apple,125,146,80+
17342,6,4,10,29.0,Yes,average,4.0,Acer,690,127,80+
17343,5,3,9,26.0,No,high,2.6,HP,815,173,80+
17344,7,3,8,31.0,No,average,4.1000000000000005,Asus,660,113,80+
17345,6,7,2,34.0,Yes,average,1.9000000000000001,Leveno,765,126,60-
17346,9,5,1,30.0,No,average,2.1,Asus,460,128,80+
17347,8,5,5,19.0,Yes,low,2.6,Leveno,110,128,60-
17348,6,4,9,19.0,Yes,average,3.6,Asus,505,104,60-
17349,5,7,2,29.0,Yes,high,4.2,Acer,325,104,80+
17350,4,8,0,28.0,Yes,low,3.2,Acer,580,143,80+
17351,9,4,6,34.0,Yes,high,1.8,Apple,310,119,80+
17352,12,4,10,28.0,Yes,average,2.0,Asus,760,109,60-
17353,8,2,1,22.0,No,low,3.9000000000000004,Dell,890,138,80+
17354,7,3,0,21.0,Yes,high,3.9000000000000004,Acer,345,148,80+
17355,6,5,1,20.0,No,high,4.0,Acer,445,126,80+
17356,10,1,0,21.0,No,low,4.3,Leveno,205,126,80+
17357,7,3,12,33.0,Yes,high,2.2,HP,345,100,60-
17358,4,3,2,34.0,No,low,3.5,HP,745,126,60~80
17359,6,4,0,23.0,Yes,high,3.9000000000000004,Leveno,580,125,80+
17360,6,3,3,24.0,Yes,average,2.7,Dell,455,136,80+
17361,4,5,8,32.0,No,high,3.0,HP,325,109,60~80
17362,9,5,2,31.0,No,high,2.6,Leveno,590,125,80+
17363,7,3,2,35.0,Yes,average,2.9000000000000004,Dell,990,102,60~80
17364,9,2,1,31.0,No,low,2.1,Leveno,465,147,60~80
17365,5,6,1,34.0,No,average,2.2,HP,595,117,80+
17366,7,8,13,23.0,No,low,4.2,Apple,395,147,80+
17367,11,3,2,35.0,Yes,high,2.5,Asus,410,100,80+
17368,4,4,2,28.0,Yes,low,2.4000000000000004,HP,310,118,60~80
17369,6,4,1,34.0,Yes,average,3.4000000000000004,Dell,685,102,60~80
17370,11,4,1,23.0,Yes,average,2.8000000000000003,Asus,385,100,80+
17371,8,3,9,19.0,No,low,2.8000000000000003,Acer,915,120,60-
17372,7,4,1,24.0,Yes,high,2.5,HP,0,112,60-
17373,4,10,5,35.0,No,high,2.3000000000000003,Dell,635,176,80+
17374,10,5,11,28.0,No,average,2.1,Dell,845,123,60~80
17375,4,2,2,34.0,Yes,average,2.5,HP,720,110,60-
17376,9,4,5,28.0,No,low,3.9000000000000004,Acer,810,133,80+
17377,4,7,4,30.0,No,low,4.0,Leveno,495,126,80+
17378,6,4,2,26.0,No,low,1.9000000000000001,Asus,660,123,60-
17379,8,2,12,29.0,Yes,high,2.6,Apple,755,118,80+
17380,7,2,0,33.0,No,low,3.4000000000000004,Apple,140,136,60-
17381,12,6,1,35.0,No,high,1.8,Leveno,595,146,80+
17382,7,7,4,32.0,Yes,high,3.2,HP,575,122,80+
17383,7,5,2,22.0,Yes,low,2.7,Apple,460,109,60~80
17384,6,5,0,22.0,Yes,high,2.9000000000000004,Dell,655,124,60-
17385,4,2,3,22.0,No,average,2.9000000000000004,HP,70,123,60-
17386,7,2,0,26.0,Yes,average,1.9000000000000001,HP,615,121,60-
17387,7,2,1,21.0,Yes,high,3.8000000000000003,Asus,525,138,80+
17388,10,7,4,24.0,No,average,2.7,Dell,585,125,60~80
17389,6,4,0,29.0,No,average,2.8000000000000003,Acer,10,103,80+
17390,6,5,1,21.0,Yes,high,3.5,Acer,990,111,60~80
17391,5,3,0,25.0,Yes,high,2.7,Asus,910,128,60~80
17392,10,3,2,34.0,No,low,3.8000000000000003,HP,280,137,80+
17393,4,3,1,31.0,Yes,average,2.3000000000000003,Apple,800,149,60~80
17394,7,3,3,34.0,Yes,low,3.6,Acer,315,121,60~80
17395,5,6,2,31.0,Yes,average,3.4000000000000004,Leveno,925,138,60~80
17396,8,5,0,35.0,No,low,2.1,Apple,480,102,60-
17397,6,4,8,32.0,Yes,high,3.6,Leveno,855,125,60~80
17398,3,5,1,22.0,No,low,3.9000000000000004,Apple,500,100,80+
17399,7,7,7,33.0,Yes,low,2.3000000000000003,Leveno,335,140,60-
17400,7,4,3,29.0,No,low,2.9000000000000004,Dell,585,105,80+
17401,4,4,3,35.0,Yes,high,3.5,Acer,425,101,60~80
17402,4,4,1,35.0,No,low,2.6,Asus,960,146,60~80
17403,7,6,9,20.0,Yes,low,2.1,HP,755,144,60-
17404,7,6,0,29.0,No,average,3.2,HP,990,133,60-
17405,4,2,2,35.0,Yes,low,3.1,Dell,265,116,80+
17406,6,6,11,25.0,No,high,3.7,Leveno,790,144,80+
17407,5,5,4,28.0,No,low,2.5,Dell,725,148,80+
17408,6,2,5,22.0,Yes,low,3.6,Apple,0,146,60-
17409,10,3,9,27.0,Yes,high,3.3000000000000003,HP,140,116,60-
17410,3,4,0,31.0,No,high,4.0,Leveno,870,121,80+
17411,5,3,11,32.0,Yes,low,4.1000000000000005,HP,550,131,80+
17412,6,8,4,33.0,No,average,2.5,HP,300,143,60~80
17413,8,4,0,29.0,Yes,average,2.8000000000000003,Dell,645,153,80+
17414,7,6,13,31.0,Yes,high,2.4000000000000004,Acer,470,142,60-
17415,5,2,10,28.0,Yes,high,3.3000000000000003,Leveno,560,147,60-
17416,6,4,0,22.0,Yes,low,2.2,Leveno,310,117,60~80
17417,6,2,0,28.0,No,low,2.6,HP,695,119,80+
17418,7,3,13,29.0,No,average,3.9000000000000004,Asus,460,112,80+
17419,8,3,6,32.0,Yes,low,2.1,Dell,630,116,60-
17420,8,6,5,32.0,Yes,low,3.4000000000000004,Asus,480,103,60-
17421,5,7,0,31.0,Yes,high,1.8,HP,270,126,60-
17422,4,4,5,21.0,Yes,low,2.9000000000000004,Apple,90,111,60-
17423,12,7,3,26.0,No,average,2.0,Apple,475,148,60-
17424,7,7,2,19.0,No,low,3.4000000000000004,Dell,350,120,60~80
17425,8,2,11,22.0,No,high,2.3000000000000003,Asus,485,127,60-
17426,7,4,13,34.0,Yes,high,4.1000000000000005,HP,0,115,80+
17427,7,7,2,23.0,No,average,1.9000000000000001,HP,990,118,60~80
17428,8,5,10,26.0,Yes,average,3.5,Dell,425,114,60-
17429,8,5,9,19.0,No,average,4.2,Asus,640,106,80+
17430,9,4,2,31.0,No,average,2.2,HP,240,107,60-
17431,6,4,0,26.0,Yes,high,4.1000000000000005,Dell,515,146,80+
17432,10,3,1,23.0,No,high,4.2,Dell,580,106,80+
17433,6,5,1,21.0,No,high,2.2,Apple,510,143,80+
17434,7,7,3,28.0,Yes,average,3.6,Acer,570,138,60-
17435,5,8,4,24.0,No,low,3.8000000000000003,Leveno,820,108,80+
17436,6,7,1,19.0,Yes,low,2.8000000000000003,Leveno,0,146,80+
17437,7,5,2,32.0,Yes,average,3.5,Dell,790,128,60-
17438,5,8,3,32.0,Yes,average,2.7,Dell,435,145,60~80
17439,8,7,2,25.0,Yes,average,3.0,Dell,540,127,60-
17440,7,3,2,19.0,Yes,high,4.1000000000000005,Acer,825,117,80+
17441,9,5,2,21.0,Yes,high,4.0,Acer,475,137,80+
17442,5,2,3,21.0,No,high,3.1,Acer,990,106,60~80
17443,3,4,0,30.0,Yes,low,3.7,Asus,515,142,80+
17444,9,3,7,24.0,Yes,high,3.6,Acer,630,108,60-
17445,4,5,0,26.0,Yes,low,2.9000000000000004,Leveno,385,137,60~80
17446,7,4,5,19.0,Yes,high,3.0,HP,485,111,60-
17447,9,3,13,22.0,No,average,2.4000000000000004,Leveno,745,134,60-
17448,7,4,0,35.0,No,average,2.0,HP,465,148,60-
17449,7,3,3,23.0,No,average,3.6,HP,665,113,60~80
17450,6,3,0,28.0,No,low,3.8000000000000003,Dell,65,132,80+
17451,8,3,3,35.0,No,average,2.7,Dell,0,141,80+
17452,8,4,0,24.0,No,average,2.7,Apple,965,152,80+
17453,8,2,0,30.0,Yes,high,2.7,Acer,275,104,60~80
17454,7,7,1,26.0,No,high,2.2,Leveno,840,165,80+
17455,7,2,13,22.0,Yes,average,3.1,Apple,750,104,60-
17456,6,2,0,30.0,Yes,average,2.3000000000000003,Leveno,355,119,60~80
17457,9,4,0,20.0,Yes,high,2.3000000000000003,HP,225,126,60-
17458,4,8,0,26.0,No,low,4.3,Dell,990,110,80+
17459,6,6,0,23.0,No,high,1.9000000000000001,Dell,500,104,60~80
17460,7,5,8,28.0,Yes,average,2.1,Acer,695,100,60-
17461,4,5,5,31.0,Yes,average,1.9000000000000001,Dell,25,145,60-
17462,7,1,13,26.0,Yes,low,2.3000000000000003,Apple,30,116,60-
17463,10,7,8,25.0,Yes,low,3.9000000000000004,HP,515,136,80+
17464,7,3,13,33.0,No,high,3.2,HP,195,147,60-
17465,7,2,0,22.0,Yes,low,2.5,Acer,200,116,80+
17466,8,2,1,28.0,No,low,2.4000000000000004,Asus,630,144,60-
17467,6,3,2,22.0,Yes,low,2.6,Leveno,175,118,60~80
17468,4,5,8,33.0,Yes,high,3.7,Apple,690,140,80+
17469,10,2,13,28.0,Yes,high,2.1,Acer,330,121,60-
17470,7,7,0,23.0,Yes,high,2.8000000000000003,Dell,565,107,80+
17471,6,6,10,34.0,No,average,2.8000000000000003,Asus,855,110,60-
17472,5,3,11,19.0,No,low,2.6,Acer,175,102,60-
17473,4,4,11,32.0,Yes,average,3.4000000000000004,HP,755,138,60-
17474,10,4,3,26.0,No,average,4.3,Asus,325,137,80+
17475,6,8,10,25.0,Yes,low,2.5,HP,470,132,60-
17476,6,2,3,25.0,Yes,average,4.1000000000000005,Leveno,850,127,80+
17477,8,3,2,32.0,No,low,2.1,Acer,880,100,60-
17478,5,2,13,21.0,Yes,average,4.0,Acer,680,147,80+
17479,7,5,4,34.0,No,high,3.3000000000000003,Leveno,985,113,60~80
17480,6,3,1,26.0,Yes,low,2.4000000000000004,Dell,885,115,60~80
17481,9,4,2,27.0,No,high,4.1000000000000005,Apple,490,148,80+
17482,7,3,5,26.0,No,average,3.9000000000000004,HP,990,138,80+
17483,5,7,2,22.0,Yes,average,3.9000000000000004,Apple,985,134,80+
17484,7,4,2,21.0,Yes,high,2.3000000000000003,Dell,755,106,60~80
17485,6,8,6,22.0,No,high,4.3,Leveno,735,160,80+
17486,8,6,0,25.0,No,low,3.0,Asus,310,135,60~80
17487,8,5,8,29.0,No,high,2.1,Asus,615,149,80+
17488,5,6,2,22.0,Yes,low,2.4000000000000004,Apple,405,101,60-
17489,7,5,1,20.0,Yes,low,3.1,Dell,170,136,60~80
17490,6,2,1,26.0,No,average,3.5,Apple,690,111,60-
17491,12,4,9,26.0,No,average,2.2,Asus,310,100,60-
17492,6,5,2,23.0,Yes,average,3.2,HP,265,107,60-
17493,6,4,2,25.0,Yes,average,2.3000000000000003,Acer,880,128,60~80
17494,7,5,0,21.0,No,high,2.1,Asus,785,122,60-
17495,7,5,5,22.0,Yes,average,4.3,Apple,320,146,80+
17496,7,3,1,27.0,No,high,4.1000000000000005,Acer,670,122,80+
17497,6,3,8,35.0,No,low,4.1000000000000005,Apple,395,142,80+
17498,6,2,0,24.0,Yes,high,3.2,Leveno,320,104,60-
17499,8,7,0,27.0,No,high,3.2,Leveno,80,134,80+
17500,8,5,1,24.0,Yes,high,3.8000000000000003,Acer,490,103,80+
17501,10,7,1,28.0,No,average,3.6,HP,760,121,60~80
17502,8,4,0,29.0,No,high,4.1000000000000005,Acer,425,143,80+
17503,9,8,0,34.0,Yes,high,4.0,Leveno,705,148,80+
17504,5,7,0,19.0,Yes,high,2.2,Dell,990,143,60~80
17505,8,10,10,33.0,No,low,3.2,Apple,700,126,60~80
17506,9,3,0,23.0,Yes,high,1.9000000000000001,Acer,480,132,80+
17507,10,2,6,28.0,No,low,4.1000000000000005,Leveno,480,147,80+
17508,8,2,4,20.0,Yes,high,3.6,Apple,265,148,80+
17509,8,6,2,33.0,No,average,3.9000000000000004,Acer,700,114,80+
17510,7,3,4,31.0,Yes,average,2.3000000000000003,Apple,195,118,80+
17511,8,8,3,29.0,No,average,1.8,Asus,875,148,60-
17512,7,3,0,28.0,Yes,average,2.2,Apple,370,146,60~80
17513,7,4,0,31.0,Yes,high,2.8000000000000003,HP,885,116,60-
17514,7,4,11,23.0,Yes,average,2.5,HP,60,125,60-
17515,10,3,1,20.0,No,average,3.2,Leveno,185,120,60~80
17516,6,4,2,33.0,No,average,3.5,HP,430,143,60~80
17517,7,3,1,31.0,Yes,high,2.1,Leveno,355,104,60-
17518,5,4,10,24.0,Yes,high,2.6,Dell,515,117,60-
17519,6,3,0,33.0,Yes,average,2.3000000000000003,Asus,295,111,60-
17520,6,3,0,22.0,Yes,high,1.9000000000000001,Apple,445,101,80+
17521,7,2,2,22.0,Yes,low,3.0,Acer,0,148,80+
17522,3,5,8,19.0,Yes,low,3.6,Leveno,0,114,60-
17523,6,4,9,33.0,No,high,2.2,Asus,250,148,60-
17524,10,3,0,27.0,No,low,4.1000000000000005,Dell,715,122,80+
17525,7,2,0,31.0,Yes,low,2.1,Dell,360,121,60~80
17526,5,3,2,28.0,Yes,average,1.8,HP,315,111,60-
17527,5,7,13,30.0,Yes,average,3.5,Asus,795,126,60-
17528,8,3,2,25.0,Yes,average,3.3000000000000003,Asus,710,111,60-
17529,11,3,0,26.0,No,high,3.7,HP,750,108,80+
17530,6,8,1,25.0,Yes,average,1.9000000000000001,HP,130,143,60~80
17531,7,3,1,24.0,Yes,high,2.4000000000000004,Dell,365,117,60-
17532,5,3,5,29.0,No,low,1.8,Apple,0,136,60-
17533,6,3,2,27.0,No,average,2.2,HP,815,107,60~80
17534,10,3,0,30.0,No,average,4.3,HP,565,109,80+
17535,8,3,1,35.0,No,high,2.0,Leveno,370,133,80+
17536,6,5,0,21.0,No,low,3.3000000000000003,HP,990,106,60-
17537,8,7,2,35.0,Yes,high,3.8000000000000003,Leveno,365,103,80+
17538,4,3,6,30.0,No,average,4.0,HP,125,146,80+
17539,9,5,0,23.0,No,high,3.1,Apple,990,108,80+
17540,7,4,2,32.0,Yes,low,2.8000000000000003,Asus,580,107,80+
17541,6,7,5,21.0,Yes,high,3.3000000000000003,Acer,335,130,60-
17542,6,4,5,26.0,Yes,average,3.7,Dell,600,101,80+
17543,8,2,9,22.0,Yes,high,3.5,Apple,640,116,80+
17544,5,3,1,25.0,Yes,average,3.7,Acer,325,162,80+
17545,6,4,2,33.0,No,average,3.8000000000000003,Dell,210,100,80+
17546,7,3,2,35.0,Yes,low,2.8000000000000003,Acer,990,143,60-
17547,7,3,0,24.0,Yes,high,4.2,Acer,960,147,80+
17548,7,4,1,28.0,Yes,low,4.1000000000000005,Dell,690,135,80+
17549,5,3,2,25.0,Yes,high,4.3,Asus,255,107,80+
17550,7,3,1,29.0,Yes,average,3.9000000000000004,Apple,840,100,80+
17551,9,3,12,27.0,Yes,high,3.5,Leveno,355,124,60-
17552,6,7,8,30.0,No,average,2.4000000000000004,Apple,680,160,80+
17553,6,5,7,23.0,Yes,average,4.3,Leveno,200,124,80+
17554,7,5,6,30.0,Yes,average,3.2,Acer,525,126,60-
17555,8,2,0,29.0,No,low,3.0,HP,515,123,80+
17556,4,5,0,28.0,No,average,2.7,Dell,585,119,80+
17557,4,10,0,24.0,Yes,low,3.8000000000000003,Leveno,310,141,80+
17558,8,5,2,24.0,No,average,2.6,Apple,435,117,60~80
17559,8,3,4,24.0,No,low,2.7,HP,565,124,60~80
17560,7,4,12,30.0,No,low,2.7,Asus,765,135,60-
17561,6,8,6,26.0,Yes,high,2.7,Asus,805,115,60~80
17562,7,5,6,20.0,Yes,average,4.3,Leveno,230,107,80+
17563,6,3,7,23.0,No,low,2.5,Acer,140,106,60-
17564,9,3,13,23.0,Yes,average,2.0,HP,570,147,60-
17565,7,2,5,34.0,Yes,average,3.6,HP,810,121,60-
17566,10,3,2,33.0,No,average,2.3000000000000003,HP,400,117,80+
17567,10,4,4,28.0,Yes,average,2.5,HP,650,116,60~80
17568,3,3,5,21.0,No,high,2.0,Acer,180,106,60-
17569,7,6,3,30.0,Yes,high,2.1,HP,280,107,60~80
17570,7,5,1,19.0,Yes,high,1.9000000000000001,HP,790,121,60-
17571,5,4,0,27.0,Yes,average,3.2,Acer,750,116,80+
17572,7,2,2,24.0,Yes,high,2.4000000000000004,Leveno,855,130,60~80
17573,8,7,13,33.0,No,high,3.4000000000000004,Dell,710,129,60-
17574,8,4,6,32.0,Yes,high,2.2,Leveno,520,114,60-
17575,10,2,0,25.0,Yes,high,4.1000000000000005,Leveno,520,133,80+
17576,6,4,7,29.0,Yes,average,3.0,HP,990,131,60~80
17577,7,5,4,21.0,No,high,3.1,Asus,465,110,60~80
17578,8,4,9,20.0,Yes,average,3.0,Acer,190,128,60-
17579,9,5,9,30.0,No,low,3.4000000000000004,Leveno,400,115,60~80
17580,7,5,12,20.0,Yes,low,1.8,Leveno,555,165,80+
17581,9,3,10,27.0,Yes,high,2.6,Apple,660,137,80+
17582,7,5,8,22.0,Yes,high,2.9000000000000004,Leveno,245,128,60-
17583,6,7,2,24.0,Yes,high,4.1000000000000005,Dell,990,100,80+
17584,6,5,3,34.0,Yes,average,4.3,Asus,370,138,80+
17585,8,8,2,21.0,No,average,3.1,Apple,385,136,60-
17586,8,2,2,23.0,No,high,2.7,Leveno,480,121,60-
17587,8,7,8,33.0,No,high,3.3000000000000003,Asus,545,134,60~80
17588,7,2,8,22.0,Yes,low,2.0,Asus,695,133,60-
17589,8,12,9,34.0,No,average,2.6,Acer,445,123,80+
17590,7,2,3,27.0,No,high,4.0,Asus,545,162,80+
17591,7,3,13,26.0,Yes,average,2.7,HP,535,133,60-
17592,10,2,3,23.0,No,average,4.2,Dell,500,107,80+
17593,5,4,12,29.0,Yes,low,3.6,Acer,425,139,60-
17594,5,4,2,19.0,No,average,2.5,Leveno,195,146,80+
17595,11,8,0,29.0,No,high,3.7,Apple,290,128,80+
17596,6,2,1,27.0,Yes,low,4.2,Dell,350,138,80+
17597,6,3,1,31.0,Yes,low,3.9000000000000004,HP,300,125,80+
17598,7,3,3,32.0,Yes,high,2.8000000000000003,Acer,885,146,60~80
17599,8,2,9,27.0,Yes,high,1.9000000000000001,HP,660,134,60-
17600,6,7,13,33.0,No,average,4.3,Dell,15,114,80+
17601,7,6,1,19.0,Yes,high,4.1000000000000005,Asus,570,106,80+
17602,10,4,2,20.0,No,low,2.8000000000000003,HP,300,107,60-
17603,6,5,2,30.0,No,high,3.1,Asus,380,127,60-
17604,5,3,2,20.0,Yes,low,3.1,HP,650,118,60-
17605,7,7,3,33.0,No,average,2.6,Dell,75,134,80+
17606,8,3,13,22.0,Yes,average,3.6,Apple,345,137,60-
17607,12,5,6,31.0,No,high,3.6,Leveno,445,100,80+
17608,10,2,5,30.0,Yes,average,2.5,HP,360,130,60-
17609,4,1,3,28.0,No,high,2.7,HP,400,108,60-
17610,4,5,0,25.0,Yes,low,2.3000000000000003,Acer,390,109,60~80
17611,9,6,13,19.0,Yes,high,4.0,Dell,955,118,80+
17612,5,2,2,35.0,Yes,average,2.7,Leveno,605,123,60-
17613,8,2,0,19.0,No,average,3.1,Acer,460,123,60~80
17614,8,3,11,31.0,No,average,1.8,Leveno,230,101,60-
17615,8,3,0,29.0,Yes,low,2.5,HP,925,130,80+
17616,8,3,2,33.0,No,average,4.0,Acer,600,124,80+
17617,4,3,2,24.0,Yes,average,3.0,Leveno,0,143,80+
17618,11,4,2,31.0,Yes,low,3.8000000000000003,Asus,370,127,80+
17619,5,4,3,29.0,No,average,3.2,Dell,585,106,80+
17620,7,11,9,23.0,Yes,average,4.2,Leveno,745,141,80+
17621,3,4,3,29.0,No,average,3.6,Asus,165,148,60-
17622,6,1,6,23.0,No,average,4.1000000000000005,Acer,600,158,80+
17623,9,6,5,28.0,Yes,low,3.2,Dell,990,110,60-
17624,7,5,2,31.0,Yes,high,3.0,Acer,405,119,60-
17625,8,7,10,35.0,No,low,2.9000000000000004,Acer,110,132,60-
17626,7,3,3,30.0,No,low,2.0,Leveno,0,131,80+
17627,5,8,2,31.0,No,low,2.6,HP,990,110,80+
17628,6,5,0,21.0,Yes,high,2.8000000000000003,Leveno,400,107,60~80
17629,10,6,7,27.0,No,average,4.0,Leveno,335,110,80+
17630,7,6,8,34.0,Yes,average,2.1,Acer,425,112,60-
17631,6,5,3,22.0,Yes,average,1.9000000000000001,Dell,725,132,60-
17632,8,4,13,28.0,Yes,low,3.2,Asus,95,130,60-
17633,8,4,12,27.0,No,high,4.0,HP,255,149,80+
17634,9,7,9,23.0,Yes,high,4.3,Leveno,105,115,80+
17635,7,3,2,23.0,No,high,2.1,Dell,375,131,60-
17636,5,4,0,25.0,Yes,low,1.8,Apple,990,130,60~80
17637,7,6,2,24.0,No,high,3.8000000000000003,Apple,595,141,80+
17638,8,5,0,22.0,No,high,3.7,Apple,430,130,80+
17639,6,2,0,32.0,Yes,average,3.1,Leveno,975,122,60~80
17640,5,6,2,31.0,No,low,3.6,Asus,845,109,60~80
17641,7,5,7,27.0,No,low,2.0,Asus,640,106,60-
17642,8,6,0,19.0,Yes,high,2.6,Apple,755,122,80+
17643,11,1,5,34.0,No,average,1.9000000000000001,Dell,165,146,60-
17644,6,6,1,25.0,Yes,high,3.8000000000000003,Asus,215,103,80+
17645,9,4,1,21.0,Yes,high,3.2,Apple,145,110,80+
17646,6,4,0,29.0,Yes,average,3.8000000000000003,HP,845,134,80+
17647,7,4,1,26.0,No,average,3.8000000000000003,Asus,635,124,80+
17648,4,2,0,23.0,Yes,high,4.2,Leveno,525,145,80+
17649,3,8,0,30.0,No,low,3.3000000000000003,Leveno,985,126,80+
17650,4,14,0,33.0,No,average,3.3000000000000003,Acer,760,129,80+
17651,7,6,13,33.0,No,average,3.2,Asus,530,117,80+
17652,4,11,3,26.0,No,average,4.2,Dell,830,117,80+
17653,8,6,13,27.0,No,low,3.4000000000000004,Dell,340,138,60-
17654,6,4,0,20.0,No,average,2.3000000000000003,Acer,565,125,80+
17655,6,6,0,34.0,Yes,low,3.7,Leveno,750,115,80+
17656,7,6,1,23.0,No,low,4.1000000000000005,Apple,425,127,80+
17657,7,6,2,30.0,No,high,2.0,Acer,990,100,60~80
17658,4,3,1,32.0,Yes,average,2.3000000000000003,Acer,315,130,60~80
17659,8,4,1,32.0,No,high,4.1000000000000005,Asus,250,114,80+
17660,4,4,3,35.0,Yes,low,2.3000000000000003,Acer,10,118,80+
17661,8,14,0,32.0,No,high,4.1000000000000005,Asus,0,133,80+
17662,3,3,9,34.0,No,high,3.5,Acer,0,129,60-
17663,6,2,6,34.0,No,average,2.2,Leveno,990,113,60~80
17664,6,3,2,20.0,Yes,average,2.1,Asus,490,102,80+
17665,11,3,11,19.0,No,high,2.4000000000000004,Acer,585,132,60-
17666,7,2,2,28.0,Yes,average,4.3,Apple,340,102,80+
17667,8,3,1,21.0,No,average,3.7,Asus,0,133,80+
17668,12,4,9,32.0,No,average,3.8000000000000003,Acer,885,119,80+
17669,7,4,4,22.0,No,average,2.8000000000000003,Apple,735,108,80+
17670,9,5,2,22.0,Yes,high,4.0,Dell,550,106,80+
17671,8,5,0,21.0,Yes,high,2.4000000000000004,Leveno,515,132,60~80
17672,7,2,3,25.0,Yes,low,3.3000000000000003,Dell,550,149,60~80
17673,10,2,3,29.0,No,low,4.2,Acer,335,133,80+
17674,6,3,5,24.0,No,low,2.4000000000000004,HP,730,139,60-
17675,8,2,2,30.0,No,high,2.4000000000000004,Asus,850,152,80+
17676,6,3,10,35.0,No,low,1.8,HP,410,102,60-
17677,6,5,1,27.0,No,low,4.3,HP,375,117,80+
17678,10,3,13,35.0,Yes,low,2.6,HP,440,104,60-
17679,8,3,9,30.0,No,average,2.4000000000000004,Asus,695,125,60-
17680,5,5,1,29.0,No,average,3.5,Leveno,0,138,60~80
17681,5,3,3,32.0,No,low,2.1,Apple,615,102,80+
